reach_id;h_hat;z0_hat;alpha_hat;alpha_tilde;beta_hat;delta_hat;offset_hat;factor_hat;dAbar;std_S;std_W;rel_std_S;rel_std_W;Wbar;Sbar;Qbar;R2;R2_2;valid;r_hat_alpha;r_hat_beta;r_hat_z0;r_hat_delta;r_hat_offset;r_hat_factor;ess_alpha;ess_beta;ess_z0;ess_delta;ess_offset;ess_factor;r2_param_hat;nse_param_hat;rmse_param_hat;nrmse_param_hat;mae_param_hat;bias_param_hat;r2_param_tilde;nse_param_tilde;rmse_param_tilde;nrmse_param_tilde;mae_param_tilde;bias_param_tilde;rel_std_Q
56194100041;4.97911674515985;38.8301754816675;25.7958132869989;11.3700149342181;0.648094630008014;0.511625680116734;0.48631701072221;0.329833546572609;47.3821982991311;3.1095865998613e-05;10.883581417344;0.0280331930336684;0.102788130976915;105.883639617771;0.0011092516632431;99.3315018943695;0.1;0.1;5;1.0;1.0;1.0;1.0;1.0;1.0;1670;1234;1264;5127;3404;3929;0.05296969449232087;-0.2471728585961659;218.23255483221817;2.19701253550248;98.9678039333118;97.08642443420665;0.05296969449232117;-0.25340845639387144;218.7774326843564;2.202497984144117;98.80482867869736;98.34193959732058;1.9672937371002759
56194100051;10.1069373621721;53.386221549578;54.3872692673927;30.5579830243905;2.12650462502216;0.498820338978551;0.780226235222032;0.638367075498214;34.7247312960957;6.80367489482829e-05;15.3632131062467;0.0458465889863656;0.128643280067285;119.42491747887;0.0014840089623355;174.181310054711;0.7;0.7;5;1.01;1.02;1.04;1.0;1.0;1.01;839;279;194;2843;8368;384;0.2692765148297452;-0.209228949072211;235.27896731379968;1.3507704543036063;222.57933212067732;-115.10588066332846;0.2692765148297444;0.0438388610764997;209.21575300139168;1.2011377853093186;200.8863178653272;11.642664849455121;1.228364579359626
56194100081;12.7747711224876;120.751017800379;55.6693617931756;33.3116647580489;1.96155336186376;0.498830857582749;0.890825187973534;0.631505571822078;106.877368720775;0.0001119243792145;36.8471988153109;0.0708256764019339;0.298100750875564;123.606528018079;0.0015802797078752;189.44507492849;0.5;0.5;5;1.0;1.01;1.01;1.0;1.0;1.0;701;420;472;3063;9191;6731;0.0005634589959446997;-0.4558171222212404;262.56731766546756;1.3859812284092354;243.58415928488543;-140.8998541747504;0.0005634589959446811;-0.016460540048856442;219.39792602290805;1.1581083652120538;216.02702466827836;-8.228100734852807;1.1486929002318746
56194100091;1.18350974087649;156.275966015654;72.9843606115267;4.36112512237581;3.85594586220065;0.481275063944432;-0.115702769021305;0.6360704877387;41.8234669214683;0.0001859247722584;19.5441279552731;0.128282847883117;0.201366575617846;97.057457998213;0.0014493346174219;136.021268417812;0.785714285714286;0.892857142857143;7;1.04;1.13;1.15;1.03;1.09;1.03;95;26;21;189;437;154;0.36538820736436844;-0.29133316870137227;232.96500553939305;1.712710139004161;127.90528115865868;125.00657774686478;0.36538820736436833;-0.430881092582422;245.2298364238697;1.8028786180011602;135.36309392950002;135.36309392950002;1.507178587784178
56194100101;8.22537091075885;166.519668883681;21.7802343333376;16.0829692640073;0.172132339207736;0.510986731347487;-0.0623819511298873;0.315220771023785;47.8225602596881;3.35064920639597e-05;14.9280633378141;0.0171443886516586;0.191171440717549;78.0873088667564;0.0019543707707954;87.0285187198932;-0.109090909090909;-0.0909090909090909;11;1.01;1.01;1.0;1.0;1.0;1.0;458;499;1774;3048;1741;3627;0.04887316476709335;-0.23658435185961624;195.9937807321058;2.2520638477477037;86.40717380712586;85.73663511580936;0.04887316476709311;-0.2384656453525864;196.14281289899958;2.253776299816128;86.43751862894254;86.07456551722481;2.0252042294090695
56198100051;5.45145903098656;-1.00309841402337;26.0305906689816;19.6441965933227;0.639773548409982;0.512689811995447;-0.663471131686785;0.390603276597822;415.488826800624;0.0001060012455995;155.994453111977;0.314164810194539;0.314241848320861;496.415273603841;0.0003374064890778;32.9712597405376;0.524509803921569;0.473039215686275;17;1.08;1.03;1.04;1.03;1.02;1.01;40;82;190;274;405;865;0.04488168290754674;-0.1055785734298349;101.98478573458422;3.093141922302579;32.07693957055374;31.7073674719481;0.044881682907546724;-0.10799311298554404;102.09609035089069;3.09651772951111;32.10321766610208;32.01745317837849;2.9417451119478306
56198100071;14.1810061291688;4.41644167550197;54.7084166406496;33.8713657498107;1.49166348708997;0.497808089646105;5.03557604438375;0.649003633126389;1155.85513123772;0.0002123148269493;192.442338302802;0.493650969904392;0.372949934348606;516.000461667655;0.0004300909749867;48.2761575848676;0.383333333333333;0.383333333333333;9;1.0;1.01;1.01;1.0;1.01;1.0;1103;497;415;2460;1281;4663;0.04148966042022475;-0.30385986432383416;88.07083592798696;1.8243132911554103;68.23773334860141;-13.227491633792138;0.041489660420224755;-0.15711022775210504;82.9667400782244;1.7185862386079958;59.208995156152255;10.197691316746633;1.5976585346205154
56198300081;1.29572526018209;20.6422886648903;45.842650244279;43.6706238298735;3.10061275331664;0.506012708750731;0.535410614521542;0.366523771481251;175.117714547141;4.73553807784893e-05;63.5811915370705;0.092937238308202;0.345504483667027;184.024215437811;0.0005095415103841;39.663483628839;0.5;0.5;7;1.01;1.0;1.0;1.0;1.01;1.0;983;1163;1157;1999;1426;2674;0.05544135344434186;-0.13889843808471292;73.91180125150225;1.8634722543070237;31.014553061312903;30.337678829019097;0.05544135344434189;-0.14337005525075086;74.05675776855439;1.867126913549984;31.395044490228663;30.779535795247316;1.7461455123783636
56198300091;8.15884023622983;19.4412633756639;28.3220259313981;20.7969686295442;0.430012764441118;0.512451371919324;-0.397997330736514;0.317383165110055;84.4498836848543;2.30263486318777e-05;39.3999446455563;0.0337785732775678;0.340236859862556;115.801517394302;0.0006816850564606;36.5203415877834;0.2;0.2;5;1.01;1.0;1.0;1.0;1.0;1.0;534;634;1967;2210;2851;3864;0.0006474823484599956;-0.24768119901161767;78.22126616556824;2.1418547243746078;35.30402541414081;34.85633494134869;0.0006474823484599993;-0.2540245158179171;78.41985584239768;2.147292506941677;35.475042641764745;35.2984553389296;1.9175124621474968
56198300101;3.00116991845308;31.7081566459698;45.0665642773907;33.4240649149448;2.06515592169441;0.505168989652215;3.38497945582097;0.48557976667176;176.910803693999;5.83098363487776e-05;47.0132675040598;0.0983822838972583;0.433695616033867;108.401528090126;0.0005926863459448;30.8662820033262;0.283333333333333;0.283333333333333;9;1.0;1.0;1.0;1.0;1.0;1.0;1096;1189;1487;3427;2508;3407;0.06115745133566509;-0.03858101700664229;57.16210023370405;1.851926974150765;27.11266093327402;17.69379810641745;0.06115745133566506;-0.08308448945096503;58.373959865805645;1.8911885746237667;27.605368786239662;21.096778516187175;1.8172039294268174
56198500011;1.84947311800885;51.244593889523;55.3052772365978;37.7286019673427;2.19859101504711;0.507618516358325;0.887968280808691;0.383085759085201;107.747186690329;0.0004307036762897;102.258079498533;0.549002511627844;0.707556867300924;144.522771559848;0.0007845204114143;6.46186942964915;0.551515151515152;0.612121212121212;10;1.01;1.0;1.01;1.0;1.0;1.0;481;746;468;1437;700;1273;0.7261463210977646;0.6825146243643134;4.21493040285383;0.6522772471251689;2.7583173881666356;0.6378407521949228;0.7261463210977647;0.45472930353524055;5.523757760832139;0.8548234873777165;3.486265823134122;2.488786375060396;1.157631583496471
56198500021;1.3093942807459;62.7089785384774;60.7097051537844;30.2349939432884;2.74711708631693;0.494925129064848;0.863550978352238;0.335904559104712;54.4572383030156;1.92558611119848e-05;48.2988069554332;0.0336250163660713;0.503026440361959;96.0164378649346;0.0005726647357535;5.66563319466347;0.9;0.9;5;1.0;1.0;1.01;1.0;1.01;1.0;989;1270;607;2474;1637;2853;0.9465625243685961;0.8322940155241842;3.2300097095787526;0.5701056878551787;2.1950258431889558;0.9570276657706186;0.9465625243685961;0.3526321886357229;6.346073508882557;1.1200996059646078;3.776278487295321;3.3206265884415465;1.3921341710855226
