reach_id;h_hat;z0_hat;alpha_hat;alpha_tilde;beta_hat;offset_hat;factor_hat;dAbar;std_S;std_W;rel_std_S;rel_std_W;Wbar;Sbar;Qbar;R2;R2_2;valid;r2_param_hat;nse_param_hat;rmse_param_hat;nrmse_param_hat;mae_param_hat;bias_param_hat;r2_param_tilde;nse_param_tilde;rmse_param_tilde;nrmse_param_tilde;mae_param_tilde;bias_param_tilde;rel_std_Q
12440400051;1.91001772028294;211.654644521117;9.81311172836519;1.23212667899355;0.52365088341395;2.35394067465894;0.347720199781513;31.2333904133054;3.96939368329091e-05;56.4179247837994;0.0726670867737476;0.304615887765971;185.210053216738;0.0005462436791569;5.87193223158958;-0.0285714285714285;-0.0285714285714285;6;0.24185168669645923;0.0429226950499354;30.882521863913123;1.7648170936400245;16.168283850782814;2.8890424722201096;0.24185168669645932;-0.23946391424507207;35.14440476871822;2.0083672750221093;15.93253647935645;15.664578919340157;1.8039570470799124
12554000061;1.78379175386738;148.158362791587;6.46822156791428;2.26925852297169;0.654011961984895;-0.177561101702183;0.323222762714901;32.9528907400253;4.336808689942021e-19;29.2339963190949;1.81810903224427e-16;0.270464978267581;108.087917727273;0.0023853402700434;7.67071746101177;0.445454545454546;0.445454545454546;11;0.5028795508292146;-0.05643378710425573;4.209183731045512;0.6271730810315623;3.517945593269816;-2.465398429486332;0.5028795508292143;-0.6036461652393865;5.185982142108955;0.7727171361638923;4.005042345869539;3.49185969921305;0.6101916613503959
12556100051;0.734874388237081;29.4008983390357;17.3889484241676;5.72631595093007;1.71003356401321;1.94562843890514;0.348406455885942;15.7420201555703;2.1684043449710103e-19;22.9775126106668;1.13594884364925e-16;0.401661274301208;57.2061935785124;0.0019088926029494;11.9114261473811;0.690909090909091;0.690909090909091;11;0.3660171477050837;-45.4768843654735;8.715516505915696;2.6402532525176294;6.69926055760059;-6.5231674645215625;0.3660171477050837;-0.7598794355321563;1.6959618725760641;0.5137697630628704;1.366567186863741;0.06583554377600068;0.3872817952814452
12590000091;2.03612928314465;58.0585623772925;22.2752266621717;21.705877703308;1.63322801626119;2.21319249047253;0.411915496044314;97.5508041450254;7.8768804869164e-05;7.98939765124938;0.100902084958876;0.0741007134045925;107.818093567156;0.0007806459589141;86.786022893508;0.783333333333333;0.783333333333333;9;0.8935247184024643;0.7695949513273546;45.006566667204076;0.8364492532361538;29.59779269221678;-2.603942975261195;0.8935247184024641;0.7593197477253992;45.99918291957175;0.854897075065852;29.559734731204;-1.1621019417472174;1.7425835187091132
12710000161;4.66462023211202;34.9909766770355;19.7340359156072;13.2121241952244;0.526638620159174;-0.241855975283805;0.281676540750818;114.931303662924;3.09504215187119e-05;17.727148922623;0.0320128311910373;0.108316892476411;163.66005816206;0.0009668130048858;39.0662186733178;0.656153846153846;0.656153846153846;25;0.3773948097928392;-0.285867045261192;137.8548729652534;1.225320420099923;82.22771104606736;68.82852622609455;0.3773948097928392;-0.4456904864543829;146.17117930033348;1.2992397510092366;87.3329763472884;83.2632402994093;1.0805668452071615
12730300031;3.20442379313213;164.990217817477;53.5818382061942;31.0751314196124;1.06567946452597;1.33761654649881;0.621196659550596;180.414106312544;0.0001675455899399;27.664396207421;0.492971182338131;0.125565616244026;220.318245033398;0.0003398689334035;192.145885591477;0.180657589708427;0.180657589708427;82;0.042392490766045864;-1.6265895290936943;109.24415323240582;1.1157909986815957;99.86082338520207;-85.74437929454831;0.0423924907660459;0.024139819337384738;66.58798868514455;0.6801121725675717;49.419878223157035;-8.60264562688843;0.6884727402289386
12730300261;7.60051586084015;152.124579342175;26.790916901509;20.1750560798746;0.611364716241938;0.124914880865119;0.322501034976596;520.890096153708;0.0002408739224066;129.489580894663;0.42338974170858;0.384448722708301;336.818860997783;0.0005689177102746;104.601868851779;0.75;0.75;9;0.02222374146929519;0.006301508617964746;99.74776972988786;0.9835625200104017;73.1853876712337;10.965526479131093;0.02222374146929522;-0.09557686911685592;104.73631891081625;1.0327520910341594;70.10696754441797;33.30144087941276;0.9866762073060075
12730700131;1.8706126546369;301.635276253187;2.5667073788788;2.70517172433406;3.63859838486633;-9.03167994960824;0.258242758787955;288.549588721954;0.0001115776463485;21.7989492349873;0.150790336154309;0.112231409053375;194.232162091274;0.0007399522356284;67.6719386606985;0.868131868131868;0.868131868131868;13;0.4806154059361688;0.2558282807822563;103.37816630941852;0.9255997635254416;66.66090102070093;52.24269684945284;0.4806154059361689;0.25850333098864464;103.19219394267662;0.9239346539106769;65.47934758744742;49.03585600102135;1.0729677144054954
12730700171;3.07395063393467;354.369567126984;15.0065004747123;13.4016615591794;0.943490729609951;-3.66588558643808;0.147889425406906;178.480804158656;4.35030277740804e-05;133.7564424585;0.052303669987907;0.487479095634516;274.383955448179;0.0008317394894878;64.7378335469843;0.747008547008547;0.747008547008547;26;0.35240599592487104;-0.19488852352531705;131.89153432637985;1.24038855104816;76.38338467100633;62.673058923902765;0.35240599592487115;-0.2441702102044898;134.58390485360113;1.265709248045138;77.41343465327778;67.341947409221;1.134733964007043
12770901021;2.03787297325445;963.099260603311;29.9937609261572;15.1862744896034;1.34580916383811;-2.48547670699627;0.116817319349829;48.7260021948302;5.02401874499766e-06;5.61245945015993;0.0117507771160942;0.0322585139722951;173.983818813853;0.0004275477864452;88.9111735070686;0.265734265734266;0.265734265734266;12;0.5722673931748438;0.3932604506421479;72.57607877021812;0.713921595257199;55.532566889328926;9.760189894840956;0.5722673931748437;-0.11539508171201507;98.40263095227186;0.9679740826088754;66.48343298152696;55.12897511086922;0.9165356596113728
